Year,Month,Day,Time (LST),Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Wind Chill,Weather,DateTime,dtHours,sinTime,sinDay,year,Blowing Snow,Clear,Cloudy,Drizzle,Fog,Freezing Drizzle,Freezing Fog,Freezing Rain,Haze,Heavy Rain,Heavy Rain Showers,Heavy Snow,Ice Pellets,Mainly Clear,Moderate Hail,Moderate Rain,Moderate Rain Showers,Moderate Snow,Mostly Cloudy,Rain,Rain Showers,Smoke,Snow,Snow Grains,Snow Pellets,Snow Showers,Thunderstorms
2015,2,2,09:00,-15.2,-17.9,80.0,36.0,37.0,1.6,98.66,-27.0,"Snow,Blowing Snow",2015-02-02 09:00:00,1.0,0.7071067811865476,0.5380051715382996,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,2,10:00,-14.5,-17.4,79.0,36.0,32.0,1.0,98.78,-26.0,"Snow,Blowing Snow",2015-02-02 10:00:00,1.0,0.49999999999999994,0.5380051715382996,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,2,11:00,-14.4,-17.8,76.0,36.0,33.0,1.6,98.92,-26.0,"Snow,Blowing Snow",2015-02-02 11:00:00,1.0,0.258819045102521,0.5380051715382996,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,2,12:00,-13.7,-18.1,70.0,35.0,34.0,12.9,98.98,-25.0,"Snow,Blowing Snow",2015-02-02 12:00:00,1.0,1.2246467991473532e-16,0.5380051715382996,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,2,13:00,-13.4,-17.9,69.0,35.0,35.0,16.1,99.02,-25.0,"Snow,Blowing Snow",2015-02-02 13:00:00,1.0,-0.2588190451025208,0.5380051715382996,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,2,16:00,-11.3,-16.3,67.0,35.0,25.0,24.1,99.28,-20.0,Mainly Clear,2015-02-02 16:00:00,3.0,-0.8660254037844385,0.5380051715382996,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,2,19:00,-13.4,-19.0,63.0,31.0,18.0,24.1,99.59,-22.0,Clear,2015-02-02 19:00:00,3.0,-0.9659258262890684,0.5380051715382996,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,2,22:00,-15.9,-20.2,70.0,29.0,14.0,24.1,99.85,-24.0,Mainly Clear,2015-02-02 22:00:00,3.0,-0.5000000000000004,0.5380051715382996,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,3,01:00,-15.1,-18.6,75.0,23.0,14.0,24.1,99.85,-23.0,Mostly Cloudy,2015-02-03 01:00:00,3.0,0.25881904510252074,0.5524353131676196,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2015,2,3,04:00,-15.4,-18.3,79.0,24.0,12.0,24.1,99.83,-22.0,Mostly Cloudy,2015-02-03 04:00:00,3.0,0.8660254037844386,0.5524353131676196,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2015,2,3,07:00,-13.7,-18.1,70.0,20.0,9.0,24.1,99.83,-19.0,Mostly Cloudy,2015-02-03 07:00:00,3.0,0.9659258262890683,0.5524353131676196,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2015,2,3,10:00,-11.3,-14.9,75.0,24.0,22.0,24.1,99.89,-20.0,Mostly Cloudy,2015-02-03 10:00:00,3.0,0.49999999999999994,0.5524353131676196,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2015,2,3,13:00,-5.7,-11.7,63.0,23.0,35.0,24.1,99.84,-14.0,Mostly Cloudy,2015-02-03 13:00:00,3.0,-0.2588190451025208,0.5524353131676196,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2015,2,3,16:00,-6.4,-13.0,60.0,23.0,28.0,24.1,99.86,-15.0,Mostly Cloudy,2015-02-03 16:00:00,3.0,-0.8660254037844385,0.5524353131676196,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2015,2,3,19:00,-7.1,-12.2,67.0,24.0,27.0,24.1,99.94,-15.0,Mostly Cloudy,2015-02-03 19:00:00,3.0,-0.9659258262890684,0.5524353131676196,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2015,2,3,22:00,-7.6,-10.5,80.0,23.0,9.0,8.1,99.92,-12.0,Snow,2015-02-03 22:00:00,3.0,-0.5000000000000004,0.5524353131676196,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,3,23:00,-7.2,-9.0,87.0,21.0,8.0,9.7,99.88,-11.0,Snow,2015-02-03 23:00:00,1.0,-0.25881904510252157,0.5524353131676196,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,4,00:00,-6.9,-8.4,89.0,18.0,3.0,6.4,99.83,-8.0,Snow,2015-02-04 00:00:00,1.0,0.0,0.5667017562911176,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,4,02:00,-6.2,-7.4,91.0,16.0,4.0,6.4,99.69,-8.0,Snow,2015-02-04 02:00:00,2.0,0.49999999999999994,0.5667017562911176,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,4,03:00,-5.5,-6.9,90.0,21.0,12.0,6.4,99.61,-10.0,Snow,2015-02-04 03:00:00,1.0,0.7071067811865476,0.5667017562911176,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,4,04:00,-5.0,-6.4,90.0,21.0,11.0,6.4,99.5,-10.0,Snow,2015-02-04 04:00:00,1.0,0.8660254037844386,0.5667017562911176,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,4,06:00,-4.3,-5.7,90.0,20.0,9.0,6.4,99.36,-8.0,Snow,2015-02-04 06:00:00,2.0,1.0,0.5667017562911176,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,4,08:00,-3.5,-5.1,89.0,24.0,3.0,6.4,99.32,-5.0,Snow,2015-02-04 08:00:00,2.0,0.8660254037844387,0.5667017562911176,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,4,09:00,-3.1,-4.5,90.0,22.0,4.0,4.8,99.33,-5.0,Snow,2015-02-04 09:00:00,1.0,0.7071067811865476,0.5667017562911176,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,4,12:00,-2.3,-3.6,91.0,26.0,9.0,6.4,99.24,-6.0,Snow,2015-02-04 12:00:00,3.0,1.2246467991473532e-16,0.5667017562911176,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,4,13:00,-1.9,-3.8,87.0,25.0,17.0,6.4,99.17,-7.0,Snow,2015-02-04 13:00:00,1.0,-0.2588190451025208,0.5667017562911176,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,4,14:00,-1.6,-5.1,77.0,28.0,32.0,19.3,99.14,-9.0,Snow,2015-02-04 14:00:00,1.0,-0.4999999999999997,0.5667017562911176,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,4,15:00,-2.3,-4.8,83.0,29.0,25.0,4.0,99.13,-9.0,Snow,2015-02-04 15:00:00,1.0,-0.7071067811865471,0.5667017562911176,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,4,16:00,-2.6,-5.9,78.0,29.0,24.0,4.0,99.15,-9.0,Snow,2015-02-04 16:00:00,1.0,-0.8660254037844385,0.5667017562911176,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,4,17:00,-3.6,-7.2,76.0,28.0,26.0,6.4,99.25,-11.0,Snow,2015-02-04 17:00:00,1.0,-0.9659258262890683,0.5667017562911176,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,4,18:00,-5.6,-7.6,86.0,35.0,20.0,4.8,99.38,-12.0,Snow,2015-02-04 18:00:00,1.0,-1.0,0.5667017562911176,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,4,19:00,-5.8,-8.2,83.0,35.0,14.0,6.4,99.46,-11.0,Snow,2015-02-04 19:00:00,1.0,-0.9659258262890684,0.5667017562911176,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,4,22:00,-7.4,-9.5,85.0,30.0,11.0,19.3,99.66,-12.0,Snow,2015-02-04 22:00:00,3.0,-0.5000000000000004,0.5667017562911176,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,5,00:00,-8.3,-11.3,79.0,33.0,23.0,12.9,99.75,-16.0,"Snow,Blowing Snow",2015-02-05 00:00:00,2.0,0.0,0.5808002734538009,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,5,01:00,-9.5,-14.2,69.0,33.0,30.0,24.1,99.81,-19.0,Blowing Snow,2015-02-05 01:00:00,1.0,0.25881904510252074,0.5808002734538009,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,5,04:00,-12.5,-18.2,63.0,31.0,22.0,24.1,99.99,-21.0,Mainly Clear,2015-02-05 04:00:00,3.0,0.8660254037844386,0.5808002734538009,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,5,07:00,-14.9,-19.4,69.0,32.0,19.0,24.1,100.31,-24.0,Mainly Clear,2015-02-05 07:00:00,3.0,0.9659258262890683,0.5808002734538009,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,5,10:00,-14.4,-19.4,66.0,34.0,14.0,24.1,100.61,-22.0,Mainly Clear,2015-02-05 10:00:00,3.0,0.49999999999999994,0.5808002734538009,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,5,13:00,-11.5,-20.2,49.0,30.0,10.0,24.1,100.6,-17.0,Mainly Clear,2015-02-05 13:00:00,3.0,-0.2588190451025208,0.5808002734538009,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,5,16:00,-10.2,-18.5,51.0,26.0,30.0,24.1,100.47,-20.0,Mostly Cloudy,2015-02-05 16:00:00,3.0,-0.8660254037844385,0.5808002734538009,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2015,2,5,19:00,-12.0,-18.3,60.0,23.0,16.0,24.1,100.42,-19.0,Clear,2015-02-05 19:00:00,3.0,-0.9659258262890684,0.5808002734538009,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,5,22:00,-13.3,-18.8,64.0,22.0,17.0,24.1,100.23,-21.0,Mostly Cloudy,2015-02-05 22:00:00,3.0,-0.5000000000000004,0.5808002734538009,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2015,2,6,01:00,-12.6,-17.7,66.0,23.0,23.0,24.1,99.93,-22.0,Mostly Cloudy,2015-02-06 01:00:00,3.0,0.25881904510252074,0.5947266869607634,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2015,2,6,03:00,-12.5,-16.2,74.0,22.0,18.0,19.3,99.74,-21.0,Snow Showers,2015-02-06 03:00:00,2.0,0.7071067811865476,0.5947266869607634,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,2,6,04:00,-11.7,-15.0,77.0,23.0,13.0,1.2,99.66,-18.0,Snow Showers,2015-02-06 04:00:00,1.0,0.8660254037844386,0.5947266869607634,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,2,6,05:00,-10.7,-12.9,84.0,24.0,25.0,4.8,99.61,-20.0,Snow Showers,2015-02-06 05:00:00,1.0,0.9659258262890683,0.5947266869607634,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,2,6,06:00,-10.1,-13.9,74.0,26.0,31.0,9.7,99.64,-20.0,"Snow Showers,Blowing Snow",2015-02-06 06:00:00,1.0,1.0,0.5947266869607634,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,2,6,07:00,-10.1,-13.9,74.0,25.0,23.0,9.7,99.66,-19.0,"Snow Showers,Blowing Snow",2015-02-06 07:00:00,1.0,0.9659258262890683,0.5947266869607634,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,2,6,08:00,-10.4,-14.2,74.0,23.0,27.0,24.1,99.6,-20.0,Blowing Snow,2015-02-06 08:00:00,1.0,0.8660254037844387,0.5947266869607634,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,6,09:00,-10.0,-14.1,72.0,25.0,29.0,24.1,99.64,-19.0,Blowing Snow,2015-02-06 09:00:00,1.0,0.7071067811865476,0.5947266869607634,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,6,10:00,-8.9,-13.3,71.0,25.0,36.0,24.1,99.64,-19.0,Blowing Snow,2015-02-06 10:00:00,1.0,0.49999999999999994,0.5947266869607634,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,6,11:00,-8.0,-12.7,69.0,25.0,39.0,24.1,99.66,-18.0,Blowing Snow,2015-02-06 11:00:00,1.0,0.258819045102521,0.5947266869607634,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,6,12:00,-7.2,-12.5,66.0,25.0,35.0,24.1,99.65,-16.0,Blowing Snow,2015-02-06 12:00:00,1.0,1.2246467991473532e-16,0.5947266869607634,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,6,13:00,-5.4,-11.6,62.0,26.0,26.0,24.1,99.66,-13.0,Blowing Snow,2015-02-06 13:00:00,1.0,-0.2588190451025208,0.5947266869607634,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,6,14:00,-4.9,-10.7,64.0,25.0,29.0,24.1,99.59,-13.0,Blowing Snow,2015-02-06 14:00:00,1.0,-0.4999999999999997,0.5947266869607634,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,6,16:00,-5.6,-10.8,67.0,26.0,19.0,24.1,99.64,-12.0,Mainly Clear,2015-02-06 16:00:00,2.0,-0.8660254037844385,0.5947266869607634,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,6,19:00,-5.8,-10.3,71.0,26.0,23.0,24.1,99.77,-13.0,Mostly Cloudy,2015-02-06 19:00:00,3.0,-0.9659258262890684,0.5947266869607634,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2015,2,6,22:00,-5.2,-9.5,72.0,26.0,22.0,24.1,99.72,-12.0,Cloudy,2015-02-06 22:00:00,3.0,-0.5000000000000004,0.5947266869607634,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,7,01:00,-4.6,-8.2,76.0,26.0,14.0,24.1,99.68,-10.0,Cloudy,2015-02-07 01:00:00,3.0,0.25881904510252074,0.6084768701151261,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,7,04:00,-4.5,-8.1,76.0,21.0,12.0,24.1,99.54,-9.0,Cloudy,2015-02-07 04:00:00,3.0,0.8660254037844386,0.6084768701151261,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,7,07:00,-5.2,-7.0,87.0,21.0,10.0,2.0,99.52,-10.0,Snow,2015-02-07 07:00:00,3.0,0.9659258262890683,0.6084768701151261,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,7,08:00,-5.3,-6.5,91.0,20.0,8.0,2.8,99.5,-9.0,Snow,2015-02-07 08:00:00,1.0,0.8660254037844387,0.6084768701151261,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,7,09:00,-4.9,-6.4,89.0,15.0,3.0,6.4,99.45,-6.0,Snow,2015-02-07 09:00:00,1.0,0.7071067811865476,0.6084768701151261,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,7,12:00,-3.5,-5.1,89.0,4.0,7.0,3.2,99.36,-6.0,Snow,2015-02-07 12:00:00,3.0,1.2246467991473532e-16,0.6084768701151261,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,7,13:00,-3.0,-4.9,87.0,11.0,7.0,3.2,99.23,-6.0,Snow,2015-02-07 13:00:00,1.0,-0.2588190451025208,0.6084768701151261,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,7,14:00,-2.8,-4.8,86.0,14.0,7.0,6.4,99.2,-6.0,Snow,2015-02-07 14:00:00,1.0,-0.4999999999999997,0.6084768701151261,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,7,15:00,-2.5,-4.5,86.0,13.0,8.0,6.4,99.19,-6.0,Snow,2015-02-07 15:00:00,1.0,-0.7071067811865471,0.6084768701151261,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,7,16:00,-2.6,-4.3,88.0,12.0,9.0,8.1,99.17,-6.0,Snow,2015-02-07 16:00:00,1.0,-0.8660254037844385,0.6084768701151261,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,7,17:00,-2.7,-4.0,91.0,10.0,8.0,2.0,99.19,-6.0,Snow,2015-02-07 17:00:00,1.0,-0.9659258262890683,0.6084768701151261,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,7,18:00,-2.9,-3.9,93.0,7.0,10.0,2.4,99.19,-7.0,Snow,2015-02-07 18:00:00,1.0,-1.0,0.6084768701151261,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,7,19:00,-3.1,-4.2,92.0,6.0,11.0,4.8,99.25,-7.0,Snow,2015-02-07 19:00:00,1.0,-0.9659258262890684,0.6084768701151261,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,7,20:00,-3.1,-4.1,93.0,8.0,17.0,8.1,99.22,-9.0,Snow,2015-02-07 20:00:00,1.0,-0.8660254037844386,0.6084768701151261,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,7,21:00,-4.4,-5.7,91.0,8.0,21.0,3.2,99.25,-11.0,Snow,2015-02-07 21:00:00,1.0,-0.7071067811865477,0.6084768701151261,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,7,22:00,-5.4,-6.9,89.0,10.0,28.0,6.4,99.28,-13.0,Snow,2015-02-07 22:00:00,1.0,-0.5000000000000004,0.6084768701151261,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,8,01:00,-8.3,-10.0,88.0,7.0,16.0,19.3,99.23,-15.0,Cloudy,2015-02-08 01:00:00,3.0,0.25881904510252074,0.6220467484408675,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,8,02:00,-8.2,-9.6,90.0,7.0,18.0,19.3,99.14,-15.0,Snow,2015-02-08 02:00:00,1.0,0.49999999999999994,0.6220467484408675,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,8,03:00,-9.7,-11.5,87.0,7.0,22.0,19.3,99.08,-18.0,Snow,2015-02-08 03:00:00,1.0,0.7071067811865476,0.6220467484408675,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,8,04:00,-9.9,-11.7,87.0,6.0,15.0,19.3,99.01,-17.0,Snow,2015-02-08 04:00:00,1.0,0.8660254037844386,0.6220467484408675,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,8,05:00,-10.2,-12.1,86.0,4.0,22.0,19.3,99.0,-18.0,Snow,2015-02-08 05:00:00,1.0,0.9659258262890683,0.6220467484408675,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,8,06:00,-10.3,-11.9,88.0,6.0,17.0,19.3,98.94,-18.0,Snow,2015-02-08 06:00:00,1.0,1.0,0.6220467484408675,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,8,07:00,-10.3,-12.1,87.0,6.0,16.0,16.1,98.97,-17.0,Snow,2015-02-08 07:00:00,1.0,0.9659258262890683,0.6220467484408675,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,8,08:00,-10.2,-12.1,86.0,5.0,18.0,9.7,99.01,-18.0,Snow,2015-02-08 08:00:00,1.0,0.8660254037844387,0.6220467484408675,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,8,09:00,-9.9,-11.2,90.0,5.0,14.0,4.8,98.96,-16.0,"Freezing Drizzle,Snow",2015-02-08 09:00:00,1.0,0.7071067811865476,0.6220467484408675,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,8,10:00,-9.8,-11.1,90.0,3.0,19.0,3.2,99.02,-17.0,"Freezing Drizzle,Snow,Fog",2015-02-08 10:00:00,1.0,0.49999999999999994,0.6220467484408675,2015,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,8,11:00,-9.7,-11.3,88.0,3.0,21.0,4.0,99.0,-18.0,"Freezing Drizzle,Snow,Fog",2015-02-08 11:00:00,1.0,0.258819045102521,0.6220467484408675,2015,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,8,12:00,-10.2,-11.8,88.0,3.0,21.0,4.0,99.01,-18.0,"Freezing Drizzle,Snow,Fog",2015-02-08 12:00:00,1.0,1.2246467991473532e-16,0.6220467484408675,2015,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,8,13:00,-9.9,-11.5,88.0,4.0,15.0,2.8,98.98,-17.0,"Freezing Drizzle,Snow,Fog",2015-02-08 13:00:00,1.0,-0.2588190451025208,0.6220467484408675,2015,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,8,14:00,-9.9,-11.7,87.0,2.0,19.0,2.8,99.03,-18.0,Snow,2015-02-08 14:00:00,1.0,-0.4999999999999997,0.6220467484408675,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,8,15:00,-9.9,-12.0,85.0,3.0,18.0,3.2,99.06,-17.0,Snow,2015-02-08 15:00:00,1.0,-0.7071067811865471,0.6220467484408675,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,8,16:00,-10.1,-12.0,86.0,5.0,12.0,3.2,99.11,-16.0,Snow,2015-02-08 16:00:00,1.0,-0.8660254037844385,0.6220467484408675,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,8,18:00,-10.8,-13.2,83.0,5.0,19.0,6.4,99.31,-19.0,Snow,2015-02-08 18:00:00,2.0,-1.0,0.6220467484408675,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,8,19:00,-11.3,-13.6,83.0,4.0,24.0,8.1,99.4,-20.0,Snow,2015-02-08 19:00:00,1.0,-0.9659258262890684,0.6220467484408675,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,8,20:00,-11.8,-13.8,85.0,4.0,19.0,4.8,99.49,-20.0,Snow,2015-02-08 20:00:00,1.0,-0.8660254037844386,0.6220467484408675,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2,8,21:00,-11.9,-14.1,84.0,4.0,23.0,4.8,99.52,-21.0,Snow,2015-02-08 21:00:00,1.0,-0.7071067811865477,0.6220467484408675,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
